gene	probe	Basal_Avg	LumA_Avg	LumB_Avg
CUL4A	ENSG00000139842.13	3.955145149	3.920593997	3.931624306
TTC6	ENSG00000139865.15	0.133776055	1.860227515	1.707127101
SSTR1	ENSG00000139874.5	0.111288611	0.222810971	0.147485346
CDH24	ENSG00000139880.18	1.912476882	1.571279173	1.701499535
REM2	ENSG00000139890.8	0.429443085	0.856434924	0.812317382
CBLN3	ENSG00000139899.9	1.168344956	1.463375541	1.524380617
TSSK4	ENSG00000139908.13	0.56468604	0.841404056	0.753694302
NOVA1	ENSG00000139910.18	0.27862625	1.627747825	1.408421868
FITM1	ENSG00000139914.6	0.216741205	0.403879976	0.307617535
MDGA2	ENSG00000139915.17	0.137440504	0.010435612	0.018624972
TMX1	ENSG00000139921.11	3.486682515	3.709127495	3.836578722
FRMD6	ENSG00000139926.14	2.437019981	3.557206751	3.092798005
PELI2	ENSG00000139946.8	1.051389072	1.409849622	0.98288585
RTN1	ENSG00000139970.15	1.079789749	2.174992042	1.656998618
C14orf37	ENSG00000139971.14	0.7002198	1.012380169	0.800175665
SYT16	ENSG00000139973.14	0.083715268	0.025105736	0.025558515
SLC38A6	ENSG00000139974.14	1.348676517	1.589075158	1.683928326
NAA30	ENSG00000139977.12	2.132370736	2.451911115	2.494836486
ADAM21	ENSG00000139985.6	0.229270339	0.245146635	0.210630692
RDH12	ENSG00000139988.8	0.232843001	0.191652089	0.191606064
DCAF5	ENSG00000139990.16	2.819590138	3.479992601	3.370960129
RAB15	ENSG00000139998.13	3.100598351	3.349271406	3.277114015
WDR89	ENSG00000140006.10	2.503639848	2.674182901	2.715147053
ESR2	ENSG00000140009.17	0.126331861	0.096192664	0.076961573
KCNH5	ENSG00000140015.18	0.03029794	0.014527307	0.003506966
STON2	ENSG00000140022.8	0.949980128	1.938202633	1.760679786
EFCAB11	ENSG00000140025.14	0.782620676	1.396864723	1.448497859
GPR65	ENSG00000140030.5	1.213673833	1.180105679	1.185634017
PTGR2	ENSG00000140043.10	1.087935568	1.714373923	1.661515135
JDP2	ENSG00000140044.11	2.147754388	2.508806516	2.010399311
AK7	ENSG00000140057.7	0.2017796	0.551882355	0.511022292
FAM181A	ENSG00000140067.6	0.027812436	0.021034963	0.007593262
SLC24A4	ENSG00000140090.16	0.073411009	0.050088101	0.04059943
FBLN5	ENSG00000140092.13	3.504071685	3.564622264	2.774241723
SERPINA10	ENSG00000140093.8	0.043059642	0.093758362	0.084292421
C14orf79	ENSG00000140104.12	1.649537134	2.590469736	2.394483645
WARS	ENSG00000140105.16	5.069651841	4.108257963	4.284684962
SLC25A47	ENSG00000140107.10	0.074893769	0.022290795	0.025365112
WDR20	ENSG00000140153.16	1.872264872	2.327308349	2.266447959
NIPA2	ENSG00000140157.13	3.664814482	3.436744475	3.567911309
SLC12A6	ENSG00000140199.10	1.698068086	1.784909127	1.575606441
DUOXA1	ENSG00000140254.11	1.063981598	0.443793688	0.303622626
MFAP1	ENSG00000140259.6	3.814108763	4.338129903	4.394378279
TCF12	ENSG00000140262.16	3.121025767	3.482087493	3.403336337
SORD	ENSG00000140263.12	2.17168031	3.105028752	3.526062759
SERF2	ENSG00000140264.18	5.60064474	5.833379574	5.906540104
ZSCAN29	ENSG00000140265.11	2.023677593	2.357663297	2.46359705
DUOXA2	ENSG00000140274.12	0.102265883	0.047570129	0.029612133
DUOX2	ENSG00000140279.11	0.258111606	0.109127848	0.062954435
LYSMD2	ENSG00000140280.12	2.665885206	2.187816751	2.232346525
SLC27A2	ENSG00000140284.9	0.766392812	2.347288721	2.661262121
FGF7	ENSG00000140285.8	1.186728459	1.383629555	0.948736391
HDC	ENSG00000140287.9	0.199121095	0.807749194	0.646915739
GCNT3	ENSG00000140297.11	0.286073243	0.115387726	0.087611533
BNIP2	ENSG00000140299.10	3.122431179	3.044092225	2.915220586
GTF2A2	ENSG00000140307.9	3.658828727	3.49007055	3.595961618
SRP14	ENSG00000140319.9	6.379359815	6.865554346	6.899204132
BAHD1	ENSG00000140320.10	2.895244818	3.248857399	3.116557732
DISP2	ENSG00000140323.5	0.248251386	0.37553664	0.431878417
CDAN1	ENSG00000140326.11	1.8632809	2.276687572	2.200131821
TLE3	ENSG00000140332.14	2.854483248	3.832534094	3.854605357
ANP32A	ENSG00000140350.14	4.323684198	4.420767493	4.450108121
COMMD4	ENSG00000140365.14	2.98178583	3.049880557	3.141978462
UBE2Q2	ENSG00000140367.10	3.794150246	4.23221528	4.078275873
PSTPIP1	ENSG00000140368.11	1.294408718	0.976188551	0.834823959
ETFA	ENSG00000140374.14	3.70800159	3.735558138	3.69328437
BCL2A1	ENSG00000140379.7	2.927776318	1.454932072	1.555451522
HMG20A	ENSG00000140382.13	2.185841153	2.378737301	2.288490741
SCAPER	ENSG00000140386.11	1.168616223	1.344595821	1.284725332
TSPAN3	ENSG00000140391.13	3.998101812	4.17021476	4.251534306
WDR61	ENSG00000140395.7	2.753850486	3.135856985	3.153623376
NCOA2	ENSG00000140396.11	3.039015744	3.186323053	3.341542857
NEIL1	ENSG00000140398.12	1.083792028	1.942681446	1.623405493
MAN2C1	ENSG00000140400.13	2.157751599	2.542495833	2.230227349
DNAJA4	ENSG00000140403.11	2.792707435	3.378044315	3.788298557
MESDC1	ENSG00000140406.3	2.850226226	3.015638751	3.056608547
TPM1	ENSG00000140416.18	4.539468195	4.827372203	4.362506499
IGF1R	ENSG00000140443.12	2.610717138	4.356702647	4.314794474
ARRDC4	ENSG00000140450.8	2.47858253	2.984637834	2.609803494
PIF1	ENSG00000140451.11	1.321087906	0.336266541	0.651091346
USP3	ENSG00000140455.15	2.35525224	2.712637187	2.64647607
CYP11A1	ENSG00000140459.16	0.447535775	0.39570481	0.251482098
BBS4	ENSG00000140463.12	1.899811763	2.973597501	2.883448767
PML	ENSG00000140464.18	3.294899547	2.7980001	2.633143831
CYP1A1	ENSG00000140465.12	0.039375747	0.136488376	0.062287866
ADAMTS17	ENSG00000140470.12	0.618322874	0.682072457	0.538820287
LINS	ENSG00000140471.15	1.458139012	1.6402098	1.568982267
ULK3	ENSG00000140474.11	3.487014859	3.602854477	3.620807641
GOLGA6D	ENSG00000140478.13	0.000939969	0.000443133	0.000274571
PCSK6	ENSG00000140479.15	1.035861759	2.148503896	1.834829757
CCDC33	ENSG00000140481.12	0.020397911	0.028501802	0.023073644
CELF6	ENSG00000140488.13	0.011294575	0.014885774	0.012229599
SCAMP2	ENSG00000140497.15	4.406371485	4.768093737	4.724428837
CYP1A2	ENSG00000140505.6	0.012782012	0.009495835	0.006700484
LMAN1L	ENSG00000140506.15	0.033545812	0.005105935	0.005297784
HAPLN3	ENSG00000140511.10	4.323077788	2.266118362	1.832828572
RHCG	ENSG00000140519.11	1.604283944	0.16725819	0.190109415
POLG	ENSG00000140521.10	3.438927469	3.259281988	3.167325197
RLBP1	ENSG00000140522.10	0.543998985	0.02222992	0.013952139
FANCI	ENSG00000140525.16	3.10696681	2.082785018	2.939926919
ABHD2	ENSG00000140526.15	3.395028998	4.512416764	4.595530635
WDR93	ENSG00000140527.13	0.277694146	0.818469946	0.664297997
TICRR	ENSG00000140534.12	1.738346862	0.498501128	1.009817248
NTRK3	ENSG00000140538.15	0.471765101	0.427242031	0.250992962
DET1	ENSG00000140543.12	1.711611649	2.013839253	1.914571999
MFGE8	ENSG00000140545.13	5.562721801	4.134732773	3.52272186
ZNF710	ENSG00000140548.8	2.452921734	2.445282633	2.326618741
UNC45A	ENSG00000140553.15	3.722605608	3.80043936	3.755714917
ST8SIA2	ENSG00000140557.10	0.359243157	0.402051039	0.210672946
MCTP2	ENSG00000140563.13	0.809167982	0.46414089	0.295149623
FURIN	ENSG00000140564.9	5.035473572	4.73117618	4.642625092
IQGAP1	ENSG00000140575.11	5.056061825	5.176033667	5.087776934
CRTC3	ENSG00000140577.14	2.576349144	2.863878485	2.710783118
EFTUD1	ENSG00000140598.12	2.953288662	3.103309905	3.127941791
SH3GL3	ENSG00000140600.15	0.409120023	0.02122337	0.044450798
SEC11A	ENSG00000140612.12	4.415568885	4.409434288	4.399015183
12-Sep	ENSG00000140623.12	0.082635687	0.236046512	0.206316492
GLYR1	ENSG00000140632.15	4.230336607	4.838577858	4.801836854
PMM2	ENSG00000140650.10	1.844464893	1.804690756	1.922161965
SLC5A2	ENSG00000140675.11	0.057768164	0.110210143	0.086913869
ITGAX	ENSG00000140678.15	2.045496252	1.872950182	1.863018081
TGFB1I1	ENSG00000140682.17	2.29295254	2.892370855	2.377714906
C16orf58	ENSG00000140688.15	3.423936914	4.079665328	3.940352017
ARMC5	ENSG00000140691.15	1.682043686	2.073260652	1.914881458
PARN	ENSG00000140694.15	4.159449461	4.363373723	4.481574585
FTO	ENSG00000140718.17	2.377676914	2.752223704	2.567996958
UQCRC2	ENSG00000140740.9	4.960750509	5.133985068	5.102629582
CDR2	ENSG00000140743.6	3.505090482	3.605753892	3.631997057
IGSF6	ENSG00000140749.8	2.139390039	2.072922454	2.148691835
ARHGAP17	ENSG00000140750.15	2.856315247	2.780837739	2.760207077
MYLK3	ENSG00000140795.11	0.097495338	0.050428162	0.073755071
ABCC12	ENSG00000140798.14	0.042542523	0.210782139	0.248095831
NKD1	ENSG00000140807.5	0.424665886	0.524213214	0.41050504
DHX38	ENSG00000140829.10	3.383781277	2.990348219	2.982262762
TXNL4B	ENSG00000140830.7	2.397327976	1.845224419	1.92531549
MARVELD3	ENSG00000140832.8	2.196442404	2.077011221	2.138035896
CHST4	ENSG00000140835.9	0.81165327	0.136430193	0.0908294
ZFHX3	ENSG00000140836.13	1.324356028	1.655975014	1.852624493
CLEC18B	ENSG00000140839.10	0.159797713	0.083922272	0.070677206
CPNE2	ENSG00000140848.15	2.591313814	2.008636644	1.886162755
NLRC5	ENSG00000140853.14	2.408701772	1.718203499	1.797690023
KATNB1	ENSG00000140854.11	2.613071722	2.29260794	2.344937134
KIFC3	ENSG00000140859.14	2.113934596	1.545366783	1.182787341
ADAMTS18	ENSG00000140873.14	0.297391017	0.524002937	0.351421167
NUDT7	ENSG00000140876.10	1.144347358	1.108565009	1.008998074
GCSH	ENSG00000140905.8	2.178381196	1.561315872	1.647090743
CMTM3	ENSG00000140931.18	4.082601688	4.476987831	4.094715723
CMTM2	ENSG00000140932.8	0.214719118	0.233490857	0.185683795
CDH11	ENSG00000140937.12	2.691242428	3.564803067	3.21908104
NOL3	ENSG00000140939.13	3.010463113	3.321612543	3.362179975
MAP1LC3B	ENSG00000140941.11	4.00875529	3.916503224	3.952785218
MBTPS1	ENSG00000140943.15	3.894088072	4.222551622	4.134986419
CDH13	ENSG00000140945.14	1.193467395	1.504049929	1.324848274
ZCCHC14	ENSG00000140948.10	2.949595453	2.810827254	2.781591156
TLDC1	ENSG00000140950.14	2.642931195	1.712540012	1.747435764
ADAD2	ENSG00000140955.9	0.061377374	0.072356966	0.036041358
OSGIN1	ENSG00000140961.11	1.245487975	1.275210861	1.460123573
IRF8	ENSG00000140968.9	2.209181271	2.079144577	1.815726983
RHOT2	ENSG00000140983.12	3.551573186	4.090451409	3.956018183
RPL3L	ENSG00000140986.7	0.195445894	0.137692169	0.14893693
ZSCAN32	ENSG00000140987.18	0.49828154	0.785837133	0.807728652
RPS2	ENSG00000140988.14	8.65770132	8.603686218	8.479646245
NDUFB10	ENSG00000140990.13	5.807768005	6.056405537	6.261163053
PDPK1	ENSG00000140992.17	1.922425337	2.406628944	2.428692827
TIGD7	ENSG00000140993.9	0.946754333	0.96229642	0.976122596
DEF8	ENSG00000140995.15	2.859941309	2.480540617	2.391574481
TCF25	ENSG00000141002.17	3.900472596	3.83088673	3.723781476
GALNS	ENSG00000141012.11	2.365364285	1.759172732	1.857393947
GAS8	ENSG00000141013.13	2.121986924	2.294670363	2.341932356
MED9	ENSG00000141026.5	2.041043685	2.052693208	1.877094731
NCOR1	ENSG00000141027.19	3.0277931	3.37594556	3.319662167
CDRT15P1	ENSG00000141028.6	0.584406148	0.596191223	0.529849362
COPS3	ENSG00000141030.11	4.493808917	4.105458753	4.143690321
GID4	ENSG00000141034.8	2.18651815	2.067095194	1.991552167
ZNF287	ENSG00000141040.13	1.19916056	1.622659153	1.544762098
MYOCD	ENSG00000141052.16	0.063203	0.177365762	0.091188772
KSR1	ENSG00000141068.12	1.391851341	1.160333579	0.972257213
CIRH1A	ENSG00000141076.16	3.510355044	2.683557294	2.879512805
RANBP10	ENSG00000141084.9	2.505119982	2.543980492	2.516356215
CTRL	ENSG00000141086.16	0.035080614	0.01798215	0.015065927
DPEP3	ENSG00000141096.4	0.070340007	0.07342019	0.054758123
GFOD2	ENSG00000141098.11	2.291351795	2.176304429	2.095213808
NOB1	ENSG00000141101.11	4.545597342	4.04045003	3.935884357
PRPSAP2	ENSG00000141127.13	2.762419631	2.581211469	2.578168364
UNC45B	ENSG00000141161.10	0.043595688	0.038262412	0.037883591
PCTP	ENSG00000141179.12	2.300421731	2.070491805	2.251966735
OR4D1	ENSG00000141194.5	0.005570616	0.002508296	0.003783273
TOM1L1	ENSG00000141198.12	2.119255155	2.907417414	3.130836318
KIF2B	ENSG00000141200.7	0.00319049	0.001407409	0.001555123
C17orf80	ENSG00000141219.14	2.807955463	2.767095062	3.070974621
TOB1	ENSG00000141232.4	4.655191014	5.94677817	6.098180622
VPS53	ENSG00000141252.18	1.652914349	1.648005189	1.621922295
SPATA22	ENSG00000141255.11	0.11565355	0.056470486	0.051110427
SGSM2	ENSG00000141258.11	2.509909399	3.1808241	2.815805253
NPEPPS	ENSG00000141279.14	3.006947556	3.507368851	3.768374621
SKAP1	ENSG00000141293.14	1.746676537	2.833440456	2.769530341
LRRC46	ENSG00000141294.8	0.480751407	1.680384991	1.748371535
SCRN2	ENSG00000141295.12	2.779870831	3.524730288	3.118364008
SSH2	ENSG00000141298.16	1.779178451	1.803879073	1.864296931
RHBDL3	ENSG00000141314.11	0.229280517	0.550386343	0.461134731
SPACA3	ENSG00000141316.11	0.047108515	0.032750396	0.027179314
ARSG	ENSG00000141337.11	1.035116766	2.476361599	2.447528566
ABCA8	ENSG00000141338.12	0.388857739	1.062477697	0.499075404
G6PC3	ENSG00000141349.7	3.404721283	4.27090768	4.465352122
CLTC	ENSG00000141367.10	5.418024799	5.624007346	6.127547805
C17orf64	ENSG00000141371.11	0.120331743	0.05676331	0.069106028
BCAS3	ENSG00000141376.19	1.329991453	1.68198619	1.77094195
PTRH2	ENSG00000141378.14	2.725648471	2.396399259	2.798244607
SS18	ENSG00000141380.12	4.267748148	4.219694437	4.263828558
TAF4B	ENSG00000141384.10	2.222300952	1.098737048	1.066278131
AFG3L2	ENSG00000141385.8	3.768279476	3.26042764	3.367700302
SLMO1	ENSG00000141391.12	1.737683641	1.120170943	1.256220918
IMPA2	ENSG00000141401.10	3.906959569	2.142875071	2.38358593
GNAL	ENSG00000141404.14	0.785313284	0.894061619	0.56092148
SLC39A6	ENSG00000141424.11	5.166670343	8.082880661	8.353785621
RPRD1A	ENSG00000141425.16	3.217211738	3.139421854	3.331104938
C18orf21	ENSG00000141428.15	3.254805722	2.786518084	2.892944393
GALNT1	ENSG00000141429.12	4.815009076	4.695077536	4.78392315
ASXL3	ENSG00000141431.8	0.120011775	0.09969586	0.086785296
ADCYAP1	ENSG00000141433.11	0.643010448	0.471144516	0.255155707
MEP1B	ENSG00000141434.10	0.040452037	0.0306931	0.027570158
SLC25A52	ENSG00000141437.8	0.037717024	0.044153301	0.042121744
GAREM	ENSG00000141441.14	1.397787831	1.458417503	1.325644715
ESCO1	ENSG00000141446.9	2.738634637	2.677606519	2.753800379
OSBPL1A	ENSG00000141447.15	3.327466277	3.388690788	3.048208525
GATA6	ENSG00000141448.7	1.849269095	1.332671361	1.028625367
GREB1L	ENSG00000141449.13	0.513055135	1.567563105	1.397306687
C18orf8	ENSG00000141452.8	3.27919528	3.019825374	3.160896884
PELP1	ENSG00000141456.13	3.831698256	3.622234029	3.623603618
NPC1	ENSG00000141458.11	2.978973217	2.510969403	2.556435046
SLC14A1	ENSG00000141469.15	0.358725993	0.590506026	0.398422421
ARRB2	ENSG00000141480.16	3.548977707	3.15622299	3.203273985
SLC13A5	ENSG00000141485.14	0.098822084	0.042512196	0.045658909
ZMYND15	ENSG00000141497.12	1.474203277	1.187379904	0.886621803
WRAP53	ENSG00000141499.15	1.836162714	1.65802753	1.660592433
MINK1	ENSG00000141503.14	3.553019696	3.665306282	3.436037464
SAT2	ENSG00000141504.10	4.102307937	4.230913597	3.995288428
ASGR1	ENSG00000141505.10	0.479528157	0.29704776	0.241782604
PIK3R5	ENSG00000141506.12	1.230596894	1.174431261	1.118144448
TP53	ENSG00000141510.14	4.247194827	4.422485227	4.346524643
CCDC40	ENSG00000141519.13	0.539443059	1.326852598	1.261109192
ARHGDIA	ENSG00000141522.10	6.185999329	6.071687194	6.217331434
TMC6	ENSG00000141524.14	2.808181977	2.561146972	2.632645384
SLC16A3	ENSG00000141526.13	2.759699234	1.945685915	2.343786697
CARD14	ENSG00000141527.15	1.149558731	1.427771101	1.380371832
TTYH2	ENSG00000141540.9	1.544324604	1.251256654	1.080756458
RAB40B	ENSG00000141542.9	2.369297373	2.028610395	1.908269577
EIF4A3	ENSG00000141543.8	4.671009713	4.370523565	4.699713899
CSNK1D	ENSG00000141551.13	3.849519404	4.109881129	4.095343684
ANAPC11	ENSG00000141552.16	4.101947325	3.798340948	4.103737743
TBCD	ENSG00000141556.19	3.119835121	3.032949389	3.28906267
FN3KRP	ENSG00000141560.13	4.159115777	3.961708303	4.167545197
NARF	ENSG00000141562.16	3.102341836	2.379084501	2.552578802
RPTOR	ENSG00000141564.12	2.445410835	2.474772047	2.609337974
FOXK2	ENSG00000141568.18	3.478807858	2.858165037	3.179748406
TRIM65	ENSG00000141569.9	3.711111371	2.920460341	3.049556222
CBX8	ENSG00000141570.9	1.812334279	1.816977174	2.056555938
SECTM1	ENSG00000141574.6	3.684225368	2.985137583	3.262480445
RNF157	ENSG00000141576.13	0.56192449	0.794674089	1.021467012
CEP131	ENSG00000141577.12	2.829272175	2.467897576	2.538292349
ZNF750	ENSG00000141579.6	2.172622982	1.431681571	1.248482432
WDR45B	ENSG00000141580.14	5.232918224	4.875366459	5.076769185
CBX4	ENSG00000141582.13	3.601935578	4.308526977	4.490637505
RNF165	ENSG00000141622.12	0.560084693	0.485690955	0.395614547
DYM	ENSG00000141627.12	3.190031423	3.111845319	3.144373243
MAPK4	ENSG00000141639.10	1.050555575	0.227160397	0.071769316
ELAC1	ENSG00000141642.7	1.562309721	1.251826505	1.0266544
MBD1	ENSG00000141644.16	3.205178099	3.281778965	3.174657466
SMAD4	ENSG00000141646.12	2.6359268	2.751534854	2.618269563
TNFRSF11A	ENSG00000141655.14	1.43133505	0.827557464	0.742121578
ZCCHC2	ENSG00000141664.8	2.041237606	1.93120983	2.083327485
FBXO15	ENSG00000141665.10	0.155406914	0.514628245	0.495888848
CBLN2	ENSG00000141668.8	0.129940837	1.002423995	0.84198797
PMAIP1	ENSG00000141682.11	2.735921072	2.961516436	3.124612163
P3H4	ENSG00000141696.11	3.223658463	3.574760061	3.698176409
NT5C3B	ENSG00000141698.15	3.875708875	3.696930241	3.731844017
FAM134C	ENSG00000141699.9	3.979688111	4.568270219	4.624519277
ERBB2	ENSG00000141736.12	4.257639911	5.386457562	5.248363813
GRB7	ENSG00000141738.12	3.041920446	3.245376985	3.222173097
MIEN1	ENSG00000141741.10	4.089367737	4.208879323	4.647225934
PNMT	ENSG00000141744.3	0.29817364	1.112418776	0.823071215
ARL5C	ENSG00000141748.11	0.013076158	0.012315906	0.016276579
STAC2	ENSG00000141750.6	3.523281274	2.494401072	0.717855238
IGFBP4	ENSG00000141753.6	6.882050239	8.666880146	8.302759353
FKBP10	ENSG00000141756.17	4.914380147	5.23900778	5.270565214
TXNL4A	ENSG00000141759.13	3.734951417	3.342321338	3.575593289
CACNA1A	ENSG00000141837.17	0.429609178	0.224076201	0.171859843
CTB-55O6.8	ENSG00000141854.6	1.483791648	2.832275188	2.866053053
SAMD1	ENSG00000141858.10	4.767541995	4.352590611	4.580925501
BRD4	ENSG00000141867.16	3.584734671	3.315065618	3.314943722
SLC39A3	ENSG00000141873.9	2.333190002	2.391118854	2.406184824
NFIC	ENSG00000141905.16	4.015251516	4.746054086	4.590496575
TPGS1	ENSG00000141933.8	0.633326765	0.888696945	0.672994826
PPAP2C	ENSG00000141934.8	3.868498964	3.51377667	3.519715977
ZIM3	ENSG00000141946.1	0.008904572	0.005556351	0.003041373
PRDM15	ENSG00000141956.12	1.104479417	0.997326225	0.998350744
PFKL	ENSG00000141959.15	4.567807525	4.225518048	4.174137256
FEM1A	ENSG00000141965.4	0.380447609	0.373517726	0.32819211
VAV1	ENSG00000141968.6	1.92256773	1.808080225	1.661390865
MVB12A	ENSG00000141971.11	3.15013038	3.305349954	3.224249796
CIB3	ENSG00000141977.8	0.116870057	0.735116244	1.002443022
CTD-3222D19.2	ENSG00000141979.4	0.011495573	0.00516092	0.003473218
SH3GL1	ENSG00000141985.8	4.822786318	4.667324292	4.603500968
DUS3L	ENSG00000141994.14	2.581688529	2.521409502	2.292801512
DPP9	ENSG00000142002.15	3.023722991	3.404212729	3.384495987
DMRTC2	ENSG00000142025.14	0.031158005	0.080991006	0.07628015
CCDC97	ENSG00000142039.3	3.758794325	4.004872742	3.949383412
TMEM91	ENSG00000142046.13	1.074750494	1.593005116	1.208746944
ZFP14	ENSG00000142065.12	1.289298427	1.731480233	1.641218789
SIRT3	ENSG00000142082.13	2.041855798	2.965465046	2.648595973
IFITM3	ENSG00000142089.14	8.188280764	8.074318741	8.095007425
ATHL1	ENSG00000142102.14	2.798165617	3.504771454	3.268407349
HUNK	ENSG00000142149.7	0.720707839	0.73997792	0.812570518
COL6A1	ENSG00000142156.13	6.670536312	7.266914764	6.647682581
OR1E3	ENSG00000142163.7	0.003826332	0.007865691	0.001331987
IFNAR1	ENSG00000142166.11	3.856449901	3.98542891	3.972889279
SOD1	ENSG00000142168.13	6.599516523	6.45620322	6.816563004
COL6A2	ENSG00000142173.13	6.894646914	7.38251098	6.718336961
SIK1	ENSG00000142178.7	0.718051107	0.572958331	0.424442696
DNMT3L	ENSG00000142182.7	0.026800631	0.003178194	0.004129847
TRPM2	ENSG00000142185.15	2.179986823	1.738642233	1.779586522
SCYL1	ENSG00000142186.15	4.644989636	4.477453451	4.488988974
TMEM50B	ENSG00000142188.15	3.335880207	3.909278668	3.808797566
APP	ENSG00000142192.19	7.910757189	7.481608963	7.038472946
DOPEY2	ENSG00000142197.11	2.716533652	3.317640527	3.350916558
URB1	ENSG00000142207.6	2.61963682	2.42209746	2.289274949
AKT1	ENSG00000142208.14	3.733898992	4.094190486	4.062866689
IL19	ENSG00000142224.14	0.093036061	0.119169727	0.321390053
EMP3	ENSG00000142227.9	4.094573249	4.034685188	3.878286492
SAE1	ENSG00000142230.10	5.206396016	4.804937199	5.072472157
NTN5	ENSG00000142233.10	0.242482366	0.310049952	0.232948794
LMTK3	ENSG00000142235.7	1.000894276	1.707474385	1.709106759
GEMIN7	ENSG00000142252.9	3.182487309	3.146000209	3.173774922
CBLC	ENSG00000142273.9	3.506181044	3.877300678	3.551007723
WTIP	ENSG00000142279.11	0.977697415	1.097854092	0.706751806
ADAMTS10	ENSG00000142303.12	1.24775197	1.423558839	1.076940406
SLC6A3	ENSG00000142319.17	0.070063814	0.067469279	0.049282074
RNPEPL1	ENSG00000142327.10	3.360293014	3.482566125	3.366345958
CAPN10	ENSG00000142330.18	1.487324375	1.5426813	1.422715661
MYO1F	ENSG00000142347.15	1.850518315	1.781473169	1.581855319
ERVK3-1	ENSG00000142396.9	1.672757386	2.23299513	2.139089088
NLRP12	ENSG00000142405.20	0.114652931	0.225959337	0.247139185
CACNG8	ENSG00000142408.2	0.060424853	0.118850369	0.12745565
ZNF787	ENSG00000142409.5	3.088908042	2.893018631	2.786387112
C19orf52	ENSG00000142444.6	3.323545045	3.130240436	3.126504305
FBN3	ENSG00000142449.11	1.027545762	0.082002559	0.089188611
CARM1	ENSG00000142453.10	3.836537273	3.438374367	3.467703232
EVI5L	ENSG00000142459.7	1.928845311	2.145348969	2.090598047
TM4SF5	ENSG00000142484.6	0.023285318	0.013511104	0.027062562
SLC47A1	ENSG00000142494.12	0.41692554	0.579527087	0.650881623
PSMB6	ENSG00000142507.8	5.845857174	5.597264639	5.673076879
GPR32	ENSG00000142511.4	0.006401211	0.002312677	0.00190629
SIGLEC10	ENSG00000142512.13	1.764983264	1.483302942	1.428104093
ACPT	ENSG00000142513.5	0.181102349	0.122988214	0.099135303
KLK3	ENSG00000142515.13	0.059442689	0.245206937	0.118173432
ZNF473	ENSG00000142528.14	1.826758355	1.583691668	1.722237214
FAM71E1	ENSG00000142530.9	1.814208939	1.490939561	1.521502502
RPS11	ENSG00000142534.5	9.560976429	9.600479354	9.352504046
PTH2	ENSG00000142538.1	0.008895498	0.015818762	0.072307902
CTD-2545M3.6	ENSG00000142539.9	0.000451224	0.000485723	3.12E-05
RPL13A	ENSG00000142541.15	9.248232196	9.555365032	9.157230553
CTU1	ENSG00000142544.6	1.470409051	1.080980183	1.074496036
NOSIP	ENSG00000142546.12	3.286826003	3.420399634	3.398580138
IGLON5	ENSG00000142549.9	0.371610476	0.131926686	0.142603271
RCN3	ENSG00000142552.6	4.704067596	4.333938273	3.982060199
ZNF614	ENSG00000142556.17	1.666627428	1.679344379	1.685047549
SLC2A5	ENSG00000142583.16	1.18854137	0.572130698	0.656787038
RERE	ENSG00000142599.16	3.31256852	3.93801327	3.727599226
MMEL1	ENSG00000142606.14	0.394332502	1.081177673	0.967372796
CFAP74	ENSG00000142609.16	0.070419912	0.056269917	0.094868901
PRDM16	ENSG00000142611.15	0.14808497	0.216698613	0.128662479
CELA2A	ENSG00000142615.7	0.024490537	0.041880731	0.022639424
PADI3	ENSG00000142619.4	0.357598077	0.182910434	0.300534562
FHAD1	ENSG00000142621.18	0.305604117	0.393696975	0.343459038
PADI1	ENSG00000142623.9	0.084011941	0.020312912	0.026484182
EPHA2	ENSG00000142627.12	2.793429697	2.225833779	1.780547641
ARHGEF19	ENSG00000142632.15	3.534811359	3.010519291	2.957207142
EFHD2	ENSG00000142634.11	4.645988748	4.385283391	4.345185096
PEX14	ENSG00000142655.11	2.926707614	3.058992482	2.889934633
PGD	ENSG00000142657.19	5.713990829	5.274862972	5.429483758
MYOM3	ENSG00000142661.17	0.178971848	0.313070593	0.179815825
SH3BGRL3	ENSG00000142669.12	6.800224615	6.146255413	6.249521271
CNKSR1	ENSG00000142675.16	2.881061116	3.241808274	3.020901953
RPL11	ENSG00000142676.11	8.507929337	8.596611513	8.172120007
IL22RA1	ENSG00000142677.3	0.685533163	0.374333292	0.344117069
ZNF593	ENSG00000142684.7	1.689768358	1.469478312	1.376546269
C1orf216	ENSG00000142686.7	2.908839999	2.987348937	2.915099179
KIAA0319L	ENSG00000142687.16	3.157628901	4.17973012	3.972555261
EVA1B	ENSG00000142694.6	2.982700139	4.659077503	3.981825774
C1orf94	ENSG00000142698.13	0.271995953	0.006854613	0.012442315
DMRTA2	ENSG00000142700.10	0.26005696	0.014853034	0.01781735
PLK4	ENSG00000142731.9	2.188119448	1.238660607	1.89558372
MAP3K6	ENSG00000142733.13	3.286629402	3.158914444	2.650267691
FCN3	ENSG00000142748.11	0.871335187	0.612068462	0.574733706
GPN2	ENSG00000142751.13	2.555345494	2.778637093	2.640336293
SYTL1	ENSG00000142765.16	2.059463156	2.772136155	2.555539667
WDTC1	ENSG00000142784.14	3.805530395	4.238444771	3.999264875
CELA3A	ENSG00000142789.18	0.009472809	0.016000516	0.003349223
NBPF3	ENSG00000142794.17	1.099731364	1.512470246	1.413290719
